id,source,target,draft_prediction,refined_prediction
415,Elevation of CEA serum level wasfound in 42.9% preoperatively.,"Nồng độ CEA tăng trước mổ chiếm 42,9%.",Tăng nồng độ CEA được phát hiện ở 42.9% bệnh nhân trước phẫu thuật.,Tăng nồng độ CEA được phát hiện ở 42.9% bệnh nhân trước phẫu thuật.
416,TNM stage of II and III were the most 80%.,"Theo TNM u tập trung ở giai đoạn II, III chiếm tỉ lệ cao nhất 80%.",Giai đoạn II và III chiếm đa số 80%.,Giai đoạn II và III chiếm đa số 80%.
417,Study on hematological characteristics and beta globin gene mutations of beta thalassemia carriers at the National Institute of Hematology and Blood Transfusion from 2015 to 2022,Nghiên cứu đặc điểm huyết học và đột biến gen beta globin của người mang gen beta thalassemia tại Viện Huyết học Truyền máu Trung ương từ năm 2015 đến 2022,Nghiên cứu đặc điểm huyết học và đột biến gen beta globin ở người mang gen bệnh thalassemia tại Viện Huyết học-Truyền máu Trung ương từ 2015-2022,Nghiên cứu đặc điểm huyết học và đột biến gen beta globin ở người mang gen bệnh thalassemia tại Viện Huyết học-Truyền máu Trung ương từ 2015-2022
418,"Evaluation of the association between single nucleotide polymorphisms rs1128503, rs2032582, rs1045642 of the ABCB1 gene and rs2234918, rs581111, rs529520 of the OPRD gene and methadone substitution therapy in patients with opioid addiction.","Đánh giá mối liên quan giữa đa hình nucleotid đơn rs1128503, rs2032582, rs1045642 gen ABCB1 và rs2234918, rs581111, rs529520 gen OPRD1 với liều điều trị methadone thay thế ở bệnh nhân nghiện CDTP.","Đánh giá mối liên quan giữa đa hình đơn nucleotide rs1128503, rs2032582, rs1045642 của gen ABCB1 và rs2234918, rs581111, rs529520 của gen OPRD với liệu pháp thay thế methadone ở bệnh nhân nghiện chất dạng thuốc phiện.","Đánh giá mối liên quan giữa đa hình đơn nucleotide rs1128503, rs2032582, rs1045642 của gen ABCB1 và rs2234918, rs581111, rs529520 của gen OPRD với liệu pháp thay thế methadone ở bệnh nhân nghiện chất dạng thuốc phiện."
419,Material and methods: 400 opiate-addicted patients receiving methadone treatment were identified for single nucleotide polymorphisms by Sanger gene sequencing.,Đối tượng và phương pháp nghiên cứu: 400 bệnh nhân nghiện CDTP đang điều trị methadone được xác định các đa hình nucleotid đơn bằng phương pháp giải trình tự gen Sanger trên mẫu bệnh phẩm máu toàn phần.,Đối tượng và phương pháp nghiên cứu: 400 bệnh nhân nghiện chất dạng thuốc phiện đang điều trị methadone được xác định đa hình đơn nucleotide bằng kỹ thuật giải trình tự gen Sanger.,Đối tượng và phương pháp nghiên cứu: 400 bệnh nhân nghiện chất dạng thuốc phiện đang điều trị methadone được xác định đa hình đơn nucleotide bằng kỹ thuật giải trình tự gen Sanger.
420,"Results: Individuals carrying CT genotype of single nucleotide polymorphism rs1045642 of the ABCB1 gene required high dose group (≥ 90mg / day) 1.59 times higher than CC genotype (OR=1, 59, p=0.03).","Kết quả: Các cá thể mang kiểu gen CT của đa hình nucleotid đơn rs1045642 gen ABCB1 yêu cầu sử dụng nhóm liều cao (≥ 90 mg / ngày) cao hơn kiểu gen CC là 1,59 lần (p= 0.03, OR = 1,59).","Kết quả: Những người mang kiểu gen CT của đa hình đơn nucleotide rs1045642 gen ABCB1 cần liều cao (≥ 90 mg/ngày) cao hơn 1.59 lần so với kiểu gen CC (OR= 1.59, p= 0.03).","Kết quả: Những người mang kiểu gen CT của đa hình đơn nucleotide rs1045642 gen ABCB1 cần liều cao (≥ 90 mg/ngày) cao hơn 1.59 lần so với kiểu gen CC (OR= 1.59, p= 0.03)."
421,"For the single nucleotide polymorphism rs2234918 of the OPRD1 gene, individuals carrying the CC genotype required high-dose group therapy (≥ 90mg / day) has higher 2 times more than TT genotype (OR = 2, p=0.049).","Các cá thể mang kiểu gen CC đa hình nucleotid đơn rs2234918 gen OPRD1 yêu cầu điều trị nhóm liều cao (≥ 90 mg / ngày) cao hơn kiểu gen TT là 2 lần (p= 0.049, OR = 2).","Đối với đa hình đơn nucleotide rs2234918 của gen OPRD1, các cá thể mang kiểu gen CC cần điều trị liều cao (≥ 90 mg/ngày) có nguy cơ cao hơn 2 lần so với kiểu gen TT (OR = 2, p= 0.049).","Đối với đa hình đơn nucleotide rs2234918 của gen OPRD1, các cá thể mang kiểu gen CC cần điều trị liều cao (≥ 90 mg/ngày) có nguy cơ cao hơn 2 lần so với kiểu gen TT (OR = 2, p= 0.049)."
422,"Individuals carrying the CT-CC genotype (rs1045642 ABCB1 gene - rs2234918 OPRD1 gene) requiring high dose group treatment (≥ 90mg / day) has higher 4, 00 times more than wild-type CC - TT genotype (OR = 4, 00, p=0.02).","Các cá thể mang kiểu gen CT – CC (rs 1045642 gen ABCB1 - rs2234918 gen OPRD 1) yêu cầu điều trị nhóm liều cao (≥ 90 mg / ngày) cao hơn kiểu gen đồng hợp thể hoang dại CC - TT là 4,00 lần (p= 0.02, OR = 4,00).","Những người mang kiểu gen CT-CC (rs 1045642 gen ABCB1 - rs 2234918 gen OPRD1) cần điều trị liều cao (≥ 90 mg/ngày) có nguy cơ cao hơn 4.00 lần so với kiểu gen CC - TT (OR = 4.00, p= 0.02).","Những người mang kiểu gen CT-CC (rs 1045642 gen ABCB1 - rs 2234918 gen OPRD1) cần điều trị liều cao (≥ 90 mg/ngày) có nguy cơ cao hơn 4.00 lần so với kiểu gen CC - TT (OR = 4.00, p= 0.02)."
423,Conclusion: There is an association between genetic variant of single nucleotide polymorphism rs2032582 of the ABCB1 gene and rs2234918 of the OPRD1 gene and methadone substitution therapy in patients with opioid addiction.,"Kết luận: Có mối liên quan giữa biến thể di truyền của đa hình nucleotid đơn rs2032582 gen ABCB1, rs2234918 gen OPRD1 với liều điều trị methadone thay thế ở bệnh nhân nghiện CDTP.",Kết luận: Có mối liên quan giữa biến thể di truyền của đa hình đơn nucleotide rs2032582 của gen ABCB1 và rs2234918 của gen OPRD1 với liệu pháp thay thế methadone ở bệnh nhân nghiện chất dạng thuốc phiện.,Kết luận: Có mối liên quan giữa biến thể di truyền của đa hình đơn nucleotide rs2032582 của gen ABCB1 và rs2234918 của gen OPRD1 với liệu pháp thay thế methadone ở bệnh nhân nghiện chất dạng thuốc phiện.
424,Positive blood culture sepsis in covid-19 patients,Nhiễm trùng huyết cấy máu dương tính ở bệnh nhân mắc Covid-19,Nhiễm khuẩn huyết dương tính cấy máu ở bệnh nhân covid-19,Nhiễm khuẩn huyết dương tính cấy máu ở bệnh nhân covid-19
425,"Skin cancers are increasingly on the rise with a series of change agents disrupting cell division inducing unlimited proliferation and cell differentiation disorders; however, the body has mechanisms to protect against skin cancer.","Bệnh ung thư da ngày càng có xu hướng gia tăng, trong hàng loạt các tác nhân gây biến đổi làm rối loạn phân bào, tăng sinh không giới hạn và rối loạn biệt hoá tế bào thì cơ thể cũng có những cơ chế bảo vệ chống lại sự rối loạn đó.","Ung thư da ngày càng gia tăng với một loạt các tác nhân phá vỡ sự phân chia tế bào gây ra sự tăng sinh không giới hạn và rối loạn biệt hoá tế bào; tuy nhiên, cơ thể có các cơ chế bảo vệ chống lại ung thư da.","Ung thư da ngày càng gia tăng với một loạt các tác nhân phá vỡ sự phân chia tế bào gây ra sự tăng sinh không giới hạn và rối loạn biệt hoá tế bào; tuy nhiên, cơ thể có các cơ chế bảo vệ chống lại ung thư da."
426,One of the main factors is P53 protein encoded by the TP53 gene.,Một trong các yếu tố đó chính là protein p53 do gen TP53 mã hoá.,Một trong những yếu tố chính là protein P53 được mã hoá bởi gen TP53.,Một trong những yếu tố chính là protein P53 được mã hoá bởi gen TP53.
427,"When this gene is mutated, there is loss of function triggering tumor cells development.","Khi gen này bị đột biến, làm mất chức năng các tế bào ung thư dễ dàng xuất hiện và phát triển.",Khi gen này bị đột biến sẽ gây mất chức năng dẫn đến sự phát triển của tế bào u.,Khi gen này bị đột biến sẽ gây mất chức năng dẫn đến sự phát triển của tế bào u.
428,Research of TP53 gene mutations in skin cancer tissue will contribute to understanding the mechanism causing cancer and support clinicians to plan for treatments especially radiotherapy.,Nghiên cứu đột biến gen TP53 trong mô ung thư da sẽ góp phần tìm hiểu cơ chế gây ung thư và giúp các nhà lâm sàng tìm ra được phương pháp điều trị đặc biệt là liệu pháp xạ trị.,"Nghiên cứu đột biến gen TP53 trong mô ung thư da sẽ góp phần hiểu rõ cơ chế gây ung thư và hỗ trợ các bác sĩ lâm sàng trong việc lên kế hoạch điều trị, đặc biệt là xạ trị.","Nghiên cứu đột biến gen TP53 trong mô ung thư da sẽ góp phần hiểu rõ cơ chế gây ung thư và hỗ trợ các bác sĩ lâm sàng trong việc lên kế hoạch điều trị, đặc biệt là xạ trị."
429,"By gene sequencing of skin cancer of 63 patients initially, we identified mutation in gene TP53 in different forms; mutation in the exons held 27%, transformation in the intron segments accounted for 95.2%.","Bằng phương pháp giải trình tự gen 63 bệnh nhân ung thư da chúng tôi đã xác định được đột biến ở các đoạn exon chiếm tỷ lệ 27,0%, biến đổi ở các đoạn intron chiếm tỷ lệ 95,2%.","Qua giải trình tự gen của 63 bệnh nhân ung thư da bước đầu, chúng tôi xác định đột biến ở gen TP53 với các dạng đột biến khác nhau; đột biến ở exon chiếm 27%, đột biến ở intron chiếm 95.2%.","Qua giải trình tự gen của 63 bệnh nhân ung thư da bước đầu, chúng tôi xác định đột biến ở gen TP53 với các dạng đột biến khác nhau; đột biến ở exon chiếm 27%, đột biến ở intron chiếm 95.2%."
430,"We identified 52 transformation positions in gene TP53, of which 10 mutations were found in the exons and 42 changes in the intron segments.",Có 52 vị trí biến đổi trên gen TP53 trong đó có 10 đột biến ở các đoạn exon và 42 biến đổi ở các đoạn intron.,"Chúng tôi xác định được 52 vị trí biến đổi trên gen TP53, trong đó có 10 đột biến ở exon và 42 thay đổi ở đoạn intron.","Chúng tôi xác định được 52 vị trí biến đổi trên gen TP53, trong đó có 10 đột biến ở exon và 42 thay đổi ở đoạn intron."
431,"Direct costs for inpatient treatment of patients with ischemic stroke at neurology center Bach Mai hospital, in 2021","Chi phí trực tiếp dành cho điều trị nội trú của người bệnh đột quỵ nhồi máu não tại Trung tâm Thần kinh Bệnh viện Bạch Mai, năm 2021","Chi phí trực tiếp điều trị nội trú bệnh nhân đột quỵ thiếu máu não cấp tại trung tâm thần kinh bệnh viện Bạch Mai, năm 2021","Chi phí trực tiếp điều trị nội trú bệnh nhân đột quỵ thiếu máu não cấp tại trung tâm thần kinh bệnh viện Bạch Mai, năm 2021"
432,Osteoporosis is a common disease in the elderly.,Loãng xương là một bệnh thường gặp ở người lớn tuổi.,Loãng xương là một bệnh lý thường gặp ở người cao tuổi.,Loãng xương là một bệnh lý thường gặp ở người cao tuổi.
433,Conclusion: Bone density should be routinely measured in women over the age of 60 to determine osteoporosis.,Kết luận: Cần đo mật độ xương thường quy cho phụ nữ có độ tuổi từ 60 để xác định tình trạng loãng xương.,Kết luận: Cần đo mật độ xương thường quy ở phụ nữ trên 60 tuổi để chẩn đoán loãng xương.,Kết luận: Cần đo mật độ xương thường quy ở phụ nữ trên 60 tuổi để chẩn đoán loãng xương.
434,"Many studies show that women aged 60 years or more, about 20% osteoporosis and in men the same age on the incidence is about 10%.",Nhiều nghiên cứu cho thấy phụ nữ từ 60 tuổi trở lên có khoảng 20% mắc chứng loãng xương và ở đàn ông cùng độ tuổi trên thì tỷ lệ mắc là khoảng 10%.,"Nhiều nghiên cứu cho thấy ở phụ nữ trên 60 tuổi, khoảng 20% bị loãng xương và ở nam giới cùng độ tuổi thì tỷ lệ này khoảng 10%.","Nhiều nghiên cứu cho thấy ở phụ nữ trên 60 tuổi, khoảng 20% bị loãng xương và ở nam giới cùng độ tuổi thì tỷ lệ này khoảng 10%."
435,"Osteoporosis is a silent disease, patients are less interested but progress to serious consequences as fractures, fracture location is common femoral neck and spine.","Loãng xương là một căn bệnh âm thầm, ít được người bệnh quan tâm nhưng tiến tới hậu quả nghiêm trọng là gãy xương.","Loãng xương là một bệnh lý âm thầm, bệnh nhân ít quan tâm nhưng tiến triển đến những hậu quả nặng nề như gãy xương, vị trí gãy xương thường gặp là cổ xương đùi và cột sống.","Loãng xương là một bệnh lý âm thầm, bệnh nhân ít quan tâm nhưng tiến triển đến những hậu quả nặng nề như gãy xương, vị trí gãy xương thường gặp là cổ xương đùi và cột sống."
436,"Currently, to diagnose osteoporosis, measurements of bone mineral density measurements by adsorption dual energy xrays are considered the standard method.","Để chẩn đoán loãng xương, hiện nay đo mật độ xương bằng phương pháp đo hấp phụ năng lượng tia X kép (DEXA) được xem là phương pháp chuẩn.","Hiện nay, để chẩn đoán loãng xương, đo mật độ xương bằng X quang năng lượng kép hấp phụ được xem là phương pháp chuẩn.","Hiện nay, để chẩn đoán loãng xương, đo mật độ xương bằng X quang năng lượng kép hấp phụ được xem là phương pháp chuẩn."
437,Methodology: A cross-sectional study.,Phương pháp nghiên cứu: Mô tả cắt ngang.,Phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang.,Phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang.
438,Conducting research on bone mineral density by DEXA method of women aged 40 to measure bone mineral density at the Hue Central Hospital.,Phân tích mật độ xương được đo bằng phương pháp DEXA của phụ nữ từ 40 tuổi đến đo mật độ xương tại Bệnh viện Trung ương Huế.,Nghiên cứu mật độ xương bằng phương pháp DEXA ở phụ nữ từ 40 tuổi tại Bệnh viện Trung ương Huế.,Nghiên cứu mật độ xương bằng phương pháp DEXA ở phụ nữ từ 40 tuổi tại Bệnh viện Trung ương Huế.
439,Plug-assisted retrograde transvenous obliteration for the treatment of gastric variceal hemorrhage,Kết quả điều trị xuất huyết tiêu hoá do giãn tĩnh mạch phình vị bằng kỹ thuật PARTO,Điều trị xuất huyết tiêu hoá do vỡ giãn tĩnh mạch dạ dày bằng phương pháp nút mạch ngược dòng có hỗ trợ bóng,Điều trị xuất huyết tiêu hoá do vỡ giãn tĩnh mạch dạ dày bằng phương pháp nút mạch ngược dòng có hỗ trợ bóng
440,"This research was performed to investigate the clinical, subclinical features and correlation of peripheral vascular disease and pulmonary arterial hypertension in patients with systemic sclerosis.","Khảo sát đặc điểm lâm sàng, cận lâm sàng và mối liên quan giữa tổn thương mạch máu ngoại vi và tăng áp lực động mạch phổi ở bệnh nhân xơ cứng bì hệ thống.","Nghiên cứu này được thực hiện nhằm khảo sát đặc điểm lâm sàng, cận lâm sàng và mối liên quan giữa bệnh mạch máu ngoại biên và tăng áp động mạch phổi ở bệnh nhân xơ cứng bì hệ thống.","Nghiên cứu này được thực hiện nhằm khảo sát đặc điểm lâm sàng, cận lâm sàng và mối liên quan giữa bệnh mạch máu ngoại biên và tăng áp động mạch phổi ở bệnh nhân xơ cứng bì hệ thống."
441,Systolic pulmonary artery pressure was not too elevated and most patients had only mild symptoms.,Áp lực động mạch phổi tâm thu tăng vừa và phần lớn bệnh nhân chỉ có triệu chứng nhẹ.,Áp lực động mạch phổi tâm thu không quá cao và hầu hết bệnh nhân chỉ có triệu chứng nhẹ.,Áp lực động mạch phổi tâm thu không quá cao và hầu hết bệnh nhân chỉ có triệu chứng nhẹ.
442,There was no correlation between pulmonary arterial hypertension and peripheral vascular diseases.,Không có mối liên quan giữa tăng áp lực động mạch phổi và tổn thương mạch máu ngoại vi.,Không có sự tương quan giữa tăng áp động mạch phổi và bệnh lý mạch máu ngoại biên.,Không có sự tương quan giữa tăng áp động mạch phổi và bệnh lý mạch máu ngoại biên.
443,This was a cross-sectional study of 71 patients with systemic sclerosis.,Nghiên cứu mô tả cắt ngang trên 71 bệnh nhân xơ cứng bì hệ thống.,Đây là một nghiên cứu mô tả cắt ngang trên 71 bệnh nhân xơ cứng bì hệ thống.,Đây là một nghiên cứu mô tả cắt ngang trên 71 bệnh nhân xơ cứng bì hệ thống.
444,"100% of patients had nailfold microvascular impairment on capillaroscopy and most were in the early stage, accounting for 47.9%; the total capillaroscopy score was 3.3 ± 1.2.","100% bệnh nhân có tổn thương mao mạch nền móng trên dermoscopy và đa số là giai đoạn sớm chiếm 47,9%; tổng điểm capillaroscopy là 3,3 ± 1,2 điểm.",100% bệnh nhân có tổn thương vi mạch ở móng trên soi kính hiển vi mao mạch và hầu hết ở giai đoạn sớm chiếm 47.9%; tổng điểm soi mao mạch là 3.3 +/- 1.2.,100% bệnh nhân có tổn thương vi mạch ở móng trên soi kính hiển vi mao mạch và hầu hết ở giai đoạn sớm chiếm 47.9%; tổng điểm soi mao mạch là 3.3 +/- 1.2.
445,98.6% of patients had Raynaud's phenomenon and the average process duration of Raynaud's phenomenon was 38.0 ± 37.2 months and the average Raynaud's condition score was 3.9 ± 1.5 points; 6 patients accounting for 8.5% had active digital ulcers; the average quantity of digital pitting scars was 1.1 ± 1.4.,"98,6% bệnh nhân có hiện tượng Raynaud, thời gian xuất hiện hiện tượng Raynaud trung bình là 38,0 ± 37,2 tháng và điểm tình trạng hiện tượng Raynaud trung bình là 3,9 ± 1,5 điểm; 6 bệnh nhân chiếm 8,5% có loét ngón đang hoạt động; số lượng sẹo rỗ đầu ngón trung bình là 1,1 ± 1,4.",98.6% bệnh nhân có hiện tượng Raynaud và thời gian diễn biến hiện tượng Raynaud trung bình là 38.0 +/- 37.2 tháng và điểm số hiện tượng Raynaud trung bình là 3.9 +/- 1.5 điểm; 6 bệnh nhân chiếm 8.5% có hiện tượng loét bàn tay; số lượng sẹo lõm bàn tay trung bình là 1.1 +/- 1.4.,98.6% bệnh nhân có hiện tượng Raynaud và thời gian diễn biến hiện tượng Raynaud trung bình là 38.0 +/- 37.2 tháng và điểm số hiện tượng Raynaud trung bình là 3.9 +/- 1.5 điểm; 6 bệnh nhân chiếm 8.5% có hiện tượng loét bàn tay; số lượng sẹo lõm bàn tay trung bình là 1.1 +/- 1.4.
446,The mean systolic pulmonary artery pressure was 40.2 ± 5.1 mmHg.,"Áp lực động mạch phổi tâm thu trung bình là 40,2 ± 5,1 mmHg.",Áp lực động mạch phổi tâm thu trung bình là 40.2 +/- 5.1 mmHg.,Áp lực động mạch phổi tâm thu trung bình là 40.2 +/- 5.1 mmHg.
447,"The majority of patients with WHO functional classification belonged to group II, accounting for 53.5%.","Phần lớn bệnh nhân có phân loại chức năng theo Tổ chức Y tế Thế giới (WHO) thuộc nhóm II chiếm 53,5%.","Đa số bệnh nhân có phân loại chức năng theo WHO thuộc nhóm II, chiếm 53.5%.","Đa số bệnh nhân có phân loại chức năng theo WHO thuộc nhóm II, chiếm 53.5%."
448,The WHO functional classification mean was 2.0 ± 0.7.,"Giá trị trung bình phân loại chức năng WHO là 2,0 ± 0,7.",Phân loại chức năng theo WHO trung bình là 2.0 +/- 0.7.,Phân loại chức năng theo WHO trung bình là 2.0 +/- 0.7.
449,"There was no correlation between pulmonary arterial pressure value and RCS, number of active digital ulcers and semi-quantitative nailfold capillaroscopic score of loss of capillaries with p>0.05.","Không có mối liên quan giữa giá trị áp lực động mạch phổi với điểm RCS, số lượng loét ngón hoạt động và điểm capillaroscopy bán định lượng giảm số lượng mao mạch với p > 0,05.","Không có mối tương quan giữa giá trị áp lực động mạch phổi với chỉ số RCS, số lượng các tổn thương loét bàn chân và điểm bán định lượng số lượng mao mạch ở móng với p > 0.05.","Không có mối tương quan giữa giá trị áp lực động mạch phổi với chỉ số RCS, số lượng các tổn thương loét bàn chân và điểm bán định lượng số lượng mao mạch ở móng với p > 0.05."
450,All patients had peripheral vascular disease on subclinical and nearly all showed clinical symptoms.,Tất cả bệnh nhân có tổn thương mạch máu ngoại vi trên cận lâm sàng và hầu hết trong số này biểu hiện triệu chứng lâm sàng.,Tất cả bệnh nhân đều có bệnh lý mạch máu ngoại biên trên cận lâm sàng và hầu hết đều có triệu chứng lâm sàng.,Tất cả bệnh nhân đều có bệnh lý mạch máu ngoại biên trên cận lâm sàng và hầu hết đều có triệu chứng lâm sàng.
451,Study on transfer of antibiotic-resistance characteristic from probiotics to other bacterial species in vitro,Nghiên cứu khả năng truyền đặc điểm đề kháng kháng sinh của probiotic sang vi khuẩn khác trong điều kiện in vitro,Nghiên cứu chuyển giao đặc tính kháng kháng sinh từ vi khuẩn probiotic sang các chủng vi khuẩn khác trong môi trường in vitro,Nghiên cứu chuyển giao đặc tính kháng kháng sinh từ vi khuẩn probiotic sang các chủng vi khuẩn khác trong môi trường in vitro
452,ABO blood types are based on two methods (direct and indirect method) at the same time and is only confirmed if having similar results.,Nhóm máu chỉ được khẳng định khi kết quả định nhóm của hai phương pháp trên đồng nhất.,ABO máu dựa trên hai phương pháp (phương pháp trực tiếp và gián tiếp) cùng lúc và chỉ được xác nhận nếu có kết quả tương đồng.,ABO máu dựa trên hai phương pháp (phương pháp trực tiếp và gián tiếp) cùng lúc và chỉ được xác nhận nếu có kết quả tương đồng.
453,"In clinical practice, we recorded some difficult cases of blood group determination.","Trong thực hành lâm sàng, chúng tôi đã gặp một số ca bệnh khó xác định nhóm máu.","Trong thực hành lâm sàng, chúng tôi ghi nhận một số trường hợp khó xác định nhóm máu.","Trong thực hành lâm sàng, chúng tôi ghi nhận một số trường hợp khó xác định nhóm máu."
454,"In the following case, we used many supporting techniques such as antibody adsorption in cold temperature and pedigree analysis in order to determine ABO blood group.","Trường hợp dưới đây, để xác định nhóm máu hệ ABO chúng tôi đã sử dụng nhiều kỹ thuật hỗ trợ như hấp phụ kháng thể ở nhiệt độ lạnh kết hợp phân tích phả hệ.","Trong trường hợp sau đây, chúng tôi đã sử dụng nhiều kỹ thuật hỗ trợ như hấp thụ kháng thể ở nhiệt độ lạnh và phân tích dòng máu để xác định nhóm máu ABO.","Trong trường hợp sau đây, chúng tôi đã sử dụng nhiều kỹ thuật hỗ trợ như hấp thụ kháng thể ở nhiệt độ lạnh và phân tích dòng máu để xác định nhóm máu ABO."
455,The result of this patient was B weak with B antibody.,Kết quả người bệnh có nhóm máu B yếu và có kháng thể chống B.,Kết quả của bệnh nhân này là B yếu với kháng thể B.,Kết quả của bệnh nhân này là B yếu với kháng thể B.
456,ASSESSMENT THE CLINICAL AND SUBCLINICAL IN PATIENTS WHO UNDERWENT MICHANICAL MITRL VALVE REPLACEMENT WITH POSTERIOR LEAFLET PRESERVATION AT HUE CENTER HOSPITAL,"Nhận xét một số đặc điểm lâm sàng, cận lâm sàng bệnh nhân thay van hai lá cơ học có bảo tồn lá sau tại bệnh viện Trung ương Huế",ĐÁNH GIÁ LÂM SÀNG VÀ CẬN LÂM SÀNG Ở BỆNH NHÂN ĐƯỢC THAY MẠCH TÓM TẮT Mục tiêu: Đánh giá lâm sàng và cận lâm sàng ở bệnh nhân được thay van hai lá cơ học có bảo tồn lá sau tại Bệnh viện Trung ương Huế.,ĐÁNH GIÁ LÂM SÀNG VÀ CẬN LÂM SÀNG Ở BỆNH NHÂN ĐƯỢC THAY MẠCH TÓM TẮT Mục tiêu: Đánh giá lâm sàng và cận lâm sàng ở bệnh nhân được thay van hai lá cơ học có bảo tồn lá sau tại Bệnh viện Trung ương Huế.
457,To determine the HPV infection rate and the relationship between the HPV infection rate and the epidemiological characteristics of women visiting Hai Phong Obstetrics and Gynecology Hospital.,Xác định tỷ lệ nhiễm HPV và mối liên quan giữa tỉ lệ nhiễm HPV với đặc điểm dịch tễ học của phụ nữ đến khám tại bệnh viện Phụ sản Hải Phòng.,Xác định tỷ lệ nhiễm HPV và mối liên quan giữa tỷ lệ nhiễm HPV với các đặc điểm dịch tễ học của phụ nữ đến khám tại Bệnh viện Phụ sản Hải Phòng.,Xác định tỷ lệ nhiễm HPV và mối liên quan giữa tỷ lệ nhiễm HPV với các đặc điểm dịch tễ học của phụ nữ đến khám tại Bệnh viện Phụ sản Hải Phòng.
458,"Methods: A cross-sectional descriptive study, 800 sexually active women aged 18 to 69 who came to Hai Phong Obstetrics and Gynecology Hospital agreed to participate in the study and had HPV DNA testing. cervix from December 1, 2018 to April 1, 2019.","Phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang, 800 phụ nữ tuổi từ 18 đến 69 đã có quan hệ tình dục đến khám tại Bệnh viện Phụ Sản Hải Phòng đồng ý tham gia nghiên cứu và được làm xét nghiệm HPV DNA từ 01/12/2018 đến 01/04/2019.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang, 800 phụ nữ quan hệ tình dục từ 18 đến 69 tuổi đến khám tại Bệnh viện Phụ sản Hải Phòng đồng ý tham gia nghiên cứu và có xét nghiệm DNA HPV cổ tử cung từ ngày 1/12/2018 đến ngày 1/4/2019.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang, 800 phụ nữ quan hệ tình dục từ 18 đến 69 tuổi đến khám tại Bệnh viện Phụ sản Hải Phòng đồng ý tham gia nghiên cứu và có xét nghiệm DNA HPV cổ tử cung từ ngày 1/12/2018 đến ngày 1/4/2019."
459,Results and conclusions: The rate of HPV positive is 12.75%.,"Kết quả và kết luận: Tỉ lệ dương tính với HPV 12,75%.",Kết quả và kết luận: Tỷ lệ nhiễm HPV là 12.75%.,Kết quả và kết luận: Tỷ lệ nhiễm HPV là 12.75%.
460,There is a statistically significant relationship between the prevalence of HPV infection with geographical characteristics.,Có mối liên quan có ý nghĩa thống kê giữa tỷ lệ nhiễm HPV với đặc điểm địa dư.,Có mối liên quan có ý nghĩa thống kê giữa tỷ lệ nhiễm HPV với đặc điểm địa lý.,Có mối liên quan có ý nghĩa thống kê giữa tỷ lệ nhiễm HPV với đặc điểm địa lý.
461,No association was found between clinical manifestations and Thinpap Test results of research subjects with the rate of HPV infection.,Chưa tìm thấy mối liên quan giữa biểu hiện lâm sàng và kết quả xét nghiệm Thinpap Test của đối tượng nghiên cứu với tỷ lệ nhiễm HPV.,Không tìm thấy mối liên quan giữa biểu hiện lâm sàng và kết quả xét nghiệm Thinpap của đối tượng nghiên cứu với tỷ lệ nhiễm HPV.,Không tìm thấy mối liên quan giữa biểu hiện lâm sàng và kết quả xét nghiệm Thinpap của đối tượng nghiên cứu với tỷ lệ nhiễm HPV.
462,"Determination of total flavonoid, anthocyanin content and antioxidant activity of the fractions extract from butterfly pea (Clitoria ternatea) flowers","Xác định hàm lượng flavonoid tổng, anthocyanin tổng và hoạt tính chống oxy hoá của các phân đoạn cao chiết hoa đậu biếc (Clitoria ternatea)","Xác định hàm lượng flavonoid toàn phần, anthocyanin và hoạt tính chống oxy hoá của các phân đoạn chiết xuất từ hoa bướm đậu (Clitoria ternatea)","Xác định hàm lượng flavonoid toàn phần, anthocyanin và hoạt tính chống oxy hoá của các phân đoạn chiết xuất từ hoa bướm đậu (Clitoria ternatea)"
463,Describe some clinical characteristics of patients with palmar and plantar hyperhidrosis and evaluate the results of HB herbal medication formular for treating palmar and plantar hyperhidrosis.,Mô tả một số đặc điểm lâm sàng bệnh nhân tăng tiết mồ hôi tay chân và đánh giá kết quả của thuốc HB trong điều trị.,Mô tả một số đặc điểm lâm sàng của bệnh nhân tăng tiết mồ hôi lòng bàn tay và lòng bàn chân và đánh giá kết quả điều trị bằng bài thuốc thảo dược HB cho bệnh tăng tiết mồ hôi lòng bàn tay và lòng bàn chân.,Mô tả một số đặc điểm lâm sàng của bệnh nhân tăng tiết mồ hôi lòng bàn tay và lòng bàn chân và đánh giá kết quả điều trị bằng bài thuốc thảo dược HB cho bệnh tăng tiết mồ hôi lòng bàn tay và lòng bàn chân.
